seqnames,start,width
chr1,8606247,2
chr1,8606236,2
chr1,8606225,2
chr1,8606166,2
chr1,8606149,2
chr1,8606076,2
chr1,8606024,2
chr1,8605905,2
chr1,8605536,2
chr1,8605496,2
chr1,8605341,2
chr1,8605258,2
chr1,8605167,2
chr1,8605142,2
chr1,8605062,2
chr1,8604983,2
chr1,8604750,2
chr1,8604728,2
chr1,8604712,2
chr1,8604595,2
chr1,8604430,2
chr1,8604358,2
chr1,8604041,2
chr1,8604015,2
chr1,8603993,2
chr1,8603898,2
chr1,8603808,2
chr1,8603680,2
chr1,8603632,2
chr1,8603376,2
chr1,8603305,2
chr1,8603166,2
chr1,8603144,2
chr1,8603136,2
chr1,8603026,2
chr1,8603009,2
chr1,8602870,2
chr1,8602708,2
chr1,8602695,2
chr1,8602687,2
chr1,8602451,2
chr1,8602444,2
chr1,8602401,2
chr1,8602325,2
chr1,8602270,2
chr1,8602132,2
chr1,8601948,2
chr1,8601919,2
chr1,8601801,2
chr1,8601737,2
chr1,8601732,2
chr1,8601682,2
chr1,8601609,2
chr1,8601460,2
chr1,8601448,2
chr1,8601412,2
chr1,8601235,2
chr1,8601185,2
chr1,8601122,2
chr1,8600983,2
chr1,8600910,2
chr1,8600894,2
chr1,8600873,2
chr1,8600737,2
chr1,8600612,2
chr1,8600588,2
chr1,8600530,2
chr1,8600480,2
chr1,8600344,2
chr1,8600130,2
chr1,8600000,2
chr1,8599949,2
chr1,8599804,2
chr1,8599562,2
chr1,8599553,2
chr1,8599538,2
chr1,8599525,2
chr1,8599458,2
chr1,8599354,2
chr1,8599300,2
chr1,8599274,2
chr1,8599228,2
chr1,8599030,2
chr1,8598920,2
chr1,8598913,2
chr1,8598907,2
chr1,8598441,2
chr1,8598431,2
chr1,8598426,2
chr1,8598373,2
chr1,8598264,2
chr1,8597898,2
chr1,8597836,2
chr1,8597819,2
chr1,8597714,2
chr1,8597488,2
chr1,8597465,2
chr1,8597408,2
chr1,8597333,2
chr1,8597144,2
chr1,8597131,2
chr1,8597060,2
chr1,8597026,2
chr1,8596761,2
chr1,8596628,2
chr1,8596605,2
chr1,8596585,2
chr1,8596568,2
chr1,8596567,2
chr1,8596535,2
chr1,8596304,2
chr1,8596284,2
chr1,8596258,2
chr1,8596107,2
chr1,8596057,2
chr1,8596012,2
chr1,8596007,2
chr1,8595932,2
chr1,8595909,2
chr1,8595859,2
chr1,8595836,2
chr1,8595806,2
chr1,8595751,2
chr1,8595715,2
chr1,8595640,2
chr1,8595630,2
chr1,8595614,2
chr1,8595551,2
chr1,8595523,2
chr1,8595515,2
chr1,8595387,2
chr1,8595238,2
chr1,8595179,2
chr1,8595175,2
chr1,8595146,2
chr1,8595105,2
chr1,8594982,2
chr1,8594931,2
chr1,8594927,2
chr1,8594896,2
chr1,8594811,2
chr1,8594662,2
chr1,8594423,2
chr1,8594324,2
chr1,8594147,2
chr1,8594026,2
chr1,8593929,2
chr1,8593844,2
chr1,8593777,2
chr1,8593643,2
chr1,8593402,2
chr1,8593310,2
chr1,8593273,2
chr1,8593063,2
chr1,8593006,2
chr1,8592985,2
chr1,8592859,2
chr1,8592768,2
chr1,8592744,2
chr1,8592727,2
chr1,8592717,2
chr1,8592521,2
chr1,8592436,2
chr1,8592206,2
chr1,8592153,2
chr1,8592085,2
chr1,8592013,2
chr1,8591950,2
chr1,8591883,2
chr1,8591833,2
chr1,8591812,2
chr1,8591742,2
chr1,8591607,2
chr1,8591588,2
chr1,8591468,2
chr1,8591352,2
chr1,8591136,2
chr1,8590987,2
chr1,8590756,2
chr1,8590704,2
chr1,8590684,2
chr1,8590641,2
chr1,8590629,2
chr1,8590568,2
chr1,8590479,2
chr1,8590456,2
chr1,8590446,2
chr1,8590439,2
chr1,8590437,2
chr1,8590392,2
chr1,8590369,2
chr1,8590261,2
chr1,8590221,2
chr1,8590220,2
chr1,8590205,2
chr1,8590202,2
chr1,8590165,2
chr1,8590007,2
chr1,8589956,2
chr1,8589881,2
chr1,8589872,2
chr1,8589821,2
chr1,8589806,2
chr1,8589759,2
chr1,8589723,2
chr1,8589671,2
chr1,8589549,2
chr1,8589342,2
chr1,8589311,2
chr1,8589163,2
chr1,8589153,2
chr1,8589044,2
chr1,8589014,2
chr1,8588931,2
chr1,8588798,2
chr1,8588467,2
chr1,8588439,2
chr1,8588438,2
chr1,8588285,2
chr1,8588277,2
chr1,8588002,2
chr1,8587990,2
chr1,8587904,2
chr1,8587887,2
chr1,8587772,2
chr1,8587573,2
chr1,8587363,2
chr1,8587306,2
chr1,8587251,2
chr1,8587195,2
chr1,8587085,2
chr1,8586906,2
chr1,8586777,2
chr1,8586705,2
chr1,8586686,2
chr1,8586613,2
chr1,8586386,2
chr1,8586341,2
chr1,8586297,2
chr1,8586241,2
chr1,8586151,2
chr1,8586002,2
chr1,8585805,2
chr1,8585698,2
chr1,8585647,2
chr1,8585532,2
chr1,8585474,2
chr1,8585402,2
chr1,8585354,2
chr1,8585227,2
chr1,8585094,2
chr1,8585084,2
chr1,8585074,2
chr1,8584977,2
chr1,8584932,2
chr1,8584750,2
chr1,8584441,2
chr1,8584419,2
chr1,8584396,2
chr1,8584384,2
chr1,8584339,2
chr1,8584188,2
chr1,8584107,2
chr1,8584006,2
chr1,8583913,2
chr1,8583824,2
chr1,8583735,2
chr1,8583695,2
chr1,8583479,2
chr1,8583197,2
chr1,8582900,2
chr1,8582762,2
chr1,8582690,2
chr1,8582654,2
chr1,8582533,2
chr1,8582521,2
chr1,8582502,2
chr1,8582371,2
chr1,8582362,2
chr1,8582099,2
chr1,8582037,2
chr1,8581868,2
chr1,8581852,2
chr1,8581384,2
chr1,8581317,2
chr1,8581221,2
chr1,8581217,2
chr1,8581124,2
chr1,8581013,2
chr1,8580552,2
chr1,8580457,2
chr1,8580315,2
chr1,8580170,2
chr1,8580137,2
chr1,8580018,2
chr1,8579997,2
chr1,8579934,2
chr1,8579769,2
chr1,8579717,2
chr1,8579626,2
chr1,8579606,2
chr1,8579540,2
chr1,8579506,2
chr1,8579476,2
chr1,8579302,2
chr1,8579299,2
chr1,8579188,2
chr1,8579170,2
chr1,8579154,2
chr1,8579151,2
chr1,8579094,2
chr1,8579014,2
chr1,8578947,2
chr1,8578598,2
chr1,8578548,2
chr1,8578444,2
chr1,8578439,2
chr1,8578200,2
chr1,8577934,2
chr1,8577865,2
chr1,8577861,2
chr1,8577736,2
chr1,8577346,2
chr1,8577292,2
chr1,8577184,2
chr1,8577183,2
chr1,8577103,2
chr1,8577009,2
chr1,8576927,2
chr1,8576767,2
chr1,8576473,2
chr1,8576469,2
chr1,8576410,2
chr1,8576345,2
chr1,8576205,2
chr1,8576096,2
chr1,8575999,2
chr1,8575977,2
chr1,8575933,2
chr1,8575903,2
chr1,8575676,2
chr1,8575586,2
chr1,8575345,2
chr1,8575341,2
chr1,8575243,2
chr1,8575161,2
chr1,8575105,2
chr1,8575080,2
chr1,8575074,2
chr1,8575072,2
chr1,8575020,2
chr1,8574719,2
chr1,8574598,2
chr1,8574281,2
chr1,8573961,2
chr1,8573906,2
chr1,8573889,2
chr1,8573656,2
chr1,8573357,2
chr1,8573268,2
chr1,8573189,2
chr1,8573182,2
chr1,8573159,2
chr1,8572900,2
chr1,8572844,2
chr1,8572826,2
chr1,8572751,2
chr1,8572741,2
chr1,8572729,2
chr1,8572544,2
chr1,8572460,2
chr1,8572296,2
chr1,8572276,2
chr1,8572124,2
chr1,8571963,2
chr1,8571948,2
chr1,8571925,2
chr1,8571643,2
chr1,8571569,2
chr1,8571558,2
chr1,8571488,2
chr1,8571471,2
chr1,8571441,2
chr1,8571349,2
chr1,8571317,2
chr1,8571194,2
chr1,8570952,2
chr1,8570764,2
chr1,8570737,2
chr1,8570714,2
chr1,8570566,2
chr1,8570468,2
chr1,8570447,2
chr1,8570289,2
chr1,8570252,2
chr1,8570201,2
chr1,8570146,2
chr1,8570090,2
chr1,8570047,2
chr1,8569889,2
chr1,8569856,2
chr1,8569854,2
chr1,8569677,2
chr1,8569645,2
chr1,8569375,2
chr1,8569337,2
chr1,8569226,2
chr1,8569220,2
chr1,8569206,2
chr1,8569135,2
chr1,8568993,2
chr1,8568942,2
chr1,8568808,2
chr1,8568773,2
chr1,8568507,2
chr1,8568347,2
chr1,8568315,2
chr1,8568306,2
chr1,8568259,2
chr1,8568122,2
chr1,8568104,2
chr1,8567988,2
chr1,8567977,2
chr1,8567940,2
chr1,8567839,2
chr1,8567830,2
chr1,8567607,2
chr1,8567467,2
chr1,8567376,2
chr1,8567264,2
chr1,8567145,2
chr1,8567076,2
chr1,8566986,2
chr1,8566931,2
chr1,8566892,2
chr1,8566627,2
chr1,8566172,2
chr1,8565983,2
chr1,8565865,2
chr1,8565594,2
chr1,8565576,2
chr1,8565536,2
chr1,8565469,2
chr1,8565349,2
chr1,8565199,2
chr1,8565142,2
chr1,8564986,2
chr1,8564947,2
chr1,8564781,2
chr1,8564712,2
chr1,8564680,2
chr1,8564660,2
chr1,8564633,2
chr1,8564397,2
chr1,8564310,2
chr1,8564290,2
chr1,8564202,2
chr1,8564155,2
chr1,8564093,2
chr1,8564035,2
chr1,8564008,2
chr1,8563996,2
chr1,8563873,2
chr1,8563833,2
chr1,8563650,2
chr1,8563629,2
chr1,8563570,2
chr1,8563407,2
chr1,8563252,2
chr1,8563176,2
chr1,8563063,2
chr1,8563039,2
chr1,8562530,2
chr1,8562441,2
chr1,8562368,2
chr1,8562333,2
chr1,8562254,2
chr1,8562187,2
chr1,8561801,2
chr1,8561727,2
chr1,8561713,2
chr1,8561623,2
chr1,8561559,2
chr1,8561505,2
chr1,8561373,2
chr1,8561293,2
chr1,8561039,2
chr1,8560823,2
chr1,8560819,2
chr1,8560582,2
chr1,8560396,2
chr1,8560380,2
chr1,8560325,2
chr1,8560311,2
chr1,8559999,2
chr1,8559839,2
chr1,8559798,2
chr1,8559739,2
chr1,8559681,2
chr1,8559592,2
chr1,8559506,2
chr1,8559448,2
chr1,8559008,2
chr1,8558993,2
chr1,8558777,2
chr1,8558690,2
chr1,8558550,2
chr1,8558522,2
chr1,8558475,2
chr1,8558444,2
chr1,8558082,2
chr1,8557973,2
chr1,8557925,2
chr1,8557854,2
chr1,8557811,2
chr1,8557763,2
chr1,8557674,2
chr1,8557669,2
chr1,8557603,2
chr1,8557590,2
chr1,8557546,2
chr1,8557529,2
chr1,8557199,2
chr1,8557108,2
chr1,8556877,2
chr1,8556868,2
chr1,8556822,2
chr1,8556705,2
chr1,8556667,2
chr1,8556071,2
chr1,8556028,2
chr1,8555967,2
chr1,8555904,2
chr1,8555898,2
chr1,8555844,2
chr1,8555832,2
chr1,8555769,2
chr1,8555597,2
chr1,8555362,2
chr1,8555346,2
chr1,8555314,2
chr1,8555097,2
chr1,8555091,2
chr1,8554924,2
chr1,8554893,2
chr1,8554801,2
chr1,8554791,2
chr1,8554674,2
chr1,8554604,2
chr1,8554478,2
chr1,8554453,2
chr1,8554448,2
chr1,8554408,2
chr1,8554239,2
chr1,8554216,2
chr1,8554169,2
chr1,8554074,2
chr1,8553924,2
chr1,8553847,2
chr1,8553744,2
chr1,8553713,2
chr1,8553702,2
chr1,8553451,2
chr1,8553444,2
chr1,8553425,2
chr1,8553397,2
chr1,8553158,2
chr1,8553155,2
chr1,8553144,2
chr1,8553128,2
chr1,8552859,2
chr1,8552855,2
chr1,8552833,2
chr1,8552564,2
chr1,8552553,2
chr1,8552528,2
chr1,8552481,2
chr1,8552270,2
chr1,8552197,2
chr1,8552184,2
chr1,8552171,2
chr1,8552141,2
chr1,8552080,2
chr1,8551985,2
chr1,8551980,2
chr1,8551956,2
chr1,8551937,2
chr1,8551510,2
chr1,8551441,2
chr1,8551404,2
chr1,8551329,2
chr1,8551213,2
chr1,8551191,2
chr1,8551173,2
chr1,8551127,2
chr1,8551126,2
chr1,8550999,2
chr1,8550998,2
chr1,8550974,2
chr1,8550963,2
chr1,8550720,2
chr1,8550676,2
chr1,8550665,2
chr1,8550482,2
chr1,8550435,2
chr1,8550268,2
chr1,8550090,2
chr1,8549968,2
chr1,8549805,2
chr1,8549776,2
chr1,8549726,2
chr1,8549673,2
chr1,8549660,2
chr1,8549559,2
chr1,8549194,2
chr1,8549170,2
chr1,8549148,2
chr1,8549128,2
chr1,8549007,2
chr1,8548951,2
chr1,8548945,2
chr1,8548735,2
chr1,8548720,2
chr1,8548666,2
chr1,8548609,2
chr1,8548584,2
chr1,8548512,2
chr1,8548337,2
chr1,8548324,2
chr1,8548227,2
chr1,8548134,2
chr1,8548061,2
chr1,8547866,2
chr1,8547797,2
chr1,8547675,2
chr1,8547435,2
chr1,8547338,2
chr1,8547138,2
chr1,8547046,2
chr1,8546959,2
chr1,8546929,2
chr1,8546859,2
chr1,8546851,2
chr1,8546827,2
chr1,8546824,2
chr1,8546792,2
chr1,8546700,2
chr1,8546454,2
chr1,8546401,2
chr1,8546373,2
chr1,8546343,2
chr1,8545973,2
chr1,8545923,2
chr1,8545823,2
chr1,8545783,2
chr1,8545666,2
chr1,8545475,2
chr1,8545466,2
chr1,8545375,2
chr1,8545127,2
chr1,8545098,2
chr1,8545023,2
chr1,8544967,2
chr1,8544924,2
chr1,8544838,2
chr1,8544811,2
chr1,8544763,2
chr1,8544663,2
chr1,8544643,2
chr1,8544613,2
chr1,8544597,2
chr1,8544587,2
chr1,8544548,2
chr1,8544503,2
chr1,8544460,2
chr1,8544389,2
chr1,8544332,2
chr1,8544319,2
chr1,8544288,2
chr1,8543948,2
chr1,8543944,2
chr1,8543916,2
chr1,8543676,2
chr1,8543572,2
chr1,8543446,2
chr1,8543258,2
chr1,8543140,2
chr1,8543035,2
chr1,8542665,2
chr1,8542587,2
chr1,8542432,2
chr1,8542400,2
chr1,8542393,2
chr1,8542380,2
chr1,8542296,2
chr1,8542107,2
chr1,8542095,2
chr1,8542022,2
chr1,8541905,2
chr1,8541805,2
chr1,8541740,2
chr1,8541597,2
chr1,8541590,2
chr1,8541560,2
chr1,8541183,2
chr1,8541173,2
chr1,8541002,2
chr1,8540948,2
chr1,8540901,2
chr1,8540850,2
chr1,8540821,2
chr1,8540520,2
chr1,8540515,2
chr1,8540469,2
chr1,8540316,2
chr1,8540274,2
chr1,8540192,2
chr1,8540184,2
chr1,8540183,2
chr1,8540016,2
chr1,8539796,2
chr1,8539734,2
chr1,8539524,2
chr1,8539448,2
chr1,8539374,2
chr1,8539197,2
chr1,8539177,2
chr1,8539167,2
chr1,8539058,2
chr1,8538931,2
chr1,8538779,2
chr1,8538675,2
chr1,8538642,2
chr1,8538637,2
chr1,8538413,2
chr1,8538369,2
chr1,8537873,2
chr1,8537503,2
chr1,8537371,2
chr1,8537326,2
chr1,8537259,2
chr1,8537162,2
chr1,8537046,2
chr1,8536879,2
chr1,8536786,2
chr1,8536693,2
chr1,8536505,2
chr1,8536387,2
chr1,8536186,2
chr1,8536135,2
chr1,8535684,2
chr1,8535669,2
chr1,8535667,2
chr1,8535601,2
chr1,8535408,2
chr1,8535368,2
chr1,8535265,2
chr1,8535208,2
chr1,8535153,2
chr1,8535088,2
chr1,8535063,2
chr1,8534905,2
chr1,8534897,2
chr1,8534860,2
chr1,8534635,2
chr1,8534480,2
chr1,8534356,2
chr1,8534188,2
chr1,8534186,2
chr1,8534131,2
chr1,8533990,2
chr1,8533876,2
chr1,8533777,2
chr1,8533743,2
chr1,8533632,2
chr1,8533493,2
chr1,8533456,2
chr1,8533414,2
chr1,8533392,2
chr1,8533283,2
chr1,8533217,2
chr1,8533171,2
chr1,8533160,2
chr1,8533129,2
chr1,8532688,2
chr1,8532647,2
chr1,8532645,2
chr1,8532616,2
chr1,8532525,2
chr1,8532377,2
chr1,8532175,2
chr1,8532132,2
chr1,8532105,2
chr1,8531975,2
chr1,8531949,2
chr1,8531947,2
chr1,8531661,2
chr1,8531610,2
chr1,8531565,2
chr1,8531475,2
chr1,8531299,2
chr1,8531091,2
chr1,8531089,2
chr1,8530763,2
chr1,8530624,2
chr1,8530590,2
chr1,8530499,2
chr1,8530409,2
chr1,8530283,2
chr1,8530227,2
chr1,8530097,2
chr1,8530089,2
chr1,8529882,2
chr1,8529218,2
chr1,8529187,2
chr1,8529084,2
chr1,8528926,2
chr1,8528904,2
chr1,8528840,2
chr1,8528809,2
chr1,8528667,2
chr1,8528401,2
chr1,8528361,2
chr1,8528327,2
chr1,8528134,2
chr1,8527968,2
chr1,8527955,2
chr1,8527950,2
chr1,8527929,2
chr1,8527926,2
chr1,8527813,2
chr1,8527688,2
chr1,8527648,2
chr1,8527645,2
chr1,8527614,2
chr1,8527471,2
chr1,8527327,2
chr1,8527287,2
chr1,8527120,2
chr1,8526931,2
chr1,8526924,2
chr1,8526872,2
chr1,8526852,2
chr1,8526795,2
chr1,8526638,2
chr1,8526545,2
chr1,8526445,2
chr1,8526427,2
chr1,8526252,2
chr1,8526193,2
chr1,8526099,2
chr1,8525899,2
chr1,8525625,2
chr1,8525566,2
chr1,8525528,2
chr1,8525521,2
chr1,8525457,2
chr1,8525421,2
chr1,8525405,2
chr1,8525308,2
chr1,8525206,2
chr1,8525175,2
chr1,8525125,2
chr1,8525067,2
chr1,8524973,2
chr1,8524831,2
chr1,8524797,2
chr1,8524781,2
chr1,8524682,2
chr1,8524521,2
chr1,8524393,2
chr1,8524306,2
chr1,8524252,2
chr1,8524241,2
chr1,8524138,2
chr1,8524111,2
chr1,8524061,2
chr1,8523767,2
chr1,8523735,2
chr1,8523701,2
chr1,8523667,2
chr1,8523509,2
chr1,8523411,2
chr1,8523360,2
chr1,8523339,2
chr1,8523325,2
chr1,8522996,2
chr1,8522802,2
chr1,8522798,2
chr1,8522746,2
chr1,8522678,2
chr1,8522677,2
chr1,8522540,2
chr1,8522498,2
chr1,8522461,2
chr1,8522460,2
chr1,8522226,2
chr1,8522179,2
chr1,8522177,2
chr1,8522158,2
chr1,8522069,2
chr1,8522058,2
chr1,8522051,2
chr1,8522005,2
chr1,8521929,2
chr1,8521924,2
chr1,8521893,2
chr1,8521822,2
chr1,8521732,2
chr1,8521593,2
chr1,8521346,2
chr1,8521241,2
chr1,8521166,2
chr1,8521096,2
chr1,8521093,2
chr1,8521030,2
chr1,8520922,2
chr1,8520772,2
chr1,8520671,2
chr1,8520650,2
chr1,8520492,2
chr1,8520378,2
chr1,8520360,2
chr1,8520344,2
chr1,8520332,2
chr1,8520016,2
chr1,8520002,2
chr1,8519966,2
chr1,8519761,2
chr1,8519747,2
chr1,8519743,2
chr1,8519742,2
chr1,8519701,2
chr1,8519659,2
chr1,8519509,2
chr1,8519462,2
chr1,8519433,2
chr1,8518996,2
chr1,8518974,2
chr1,8518934,2
chr1,8518932,2
chr1,8518758,2
chr1,8518735,2
chr1,8518662,2
chr1,8518418,2
chr1,8518399,2
chr1,8518377,2
chr1,8518359,2
chr1,8518344,2
chr1,8518300,2
chr1,8518150,2
chr1,8518101,2
chr1,8517998,2
chr1,8517914,2
chr1,8517811,2
chr1,8517781,2
chr1,8517719,2
chr1,8517591,2
chr1,8517583,2
chr1,8517409,2
chr1,8517076,2
chr1,8517065,2
chr1,8516579,2
chr1,8516568,2
chr1,8516330,2
chr1,8516179,2
chr1,8516141,2
chr1,8516028,2
chr1,8515884,2
chr1,8515746,2
chr1,8515515,2
chr1,8515488,2
chr1,8515362,2
chr1,8515344,2
chr1,8515320,2
chr1,8515162,2
chr1,8515131,2
chr1,8515009,2
chr1,8515006,2
chr1,8514974,2
chr1,8514940,2
chr1,8514881,2
chr1,8514795,2
chr1,8514648,2
chr1,8514568,2
chr1,8514546,2
chr1,8514425,2
chr1,8514414,2
chr1,8514375,2
chr1,8514293,2
chr1,8514156,2
chr1,8514131,2
chr1,8513927,2
chr1,8513786,2
chr1,8513755,2
chr1,8513650,2
chr1,8513646,2
chr1,8513451,2
chr1,8513293,2
chr1,8513289,2
chr1,8513212,2
chr1,8513163,2
chr1,8512977,2
chr1,8512956,2
chr1,8512714,2
chr1,8512507,2
chr1,8512480,2
chr1,8512440,2
chr1,8512357,2
chr1,8512262,2
chr1,8512259,2
chr1,8512193,2
chr1,8512142,2
chr1,8511824,2
chr1,8511764,2
chr1,8511406,2
chr1,8511398,2
chr1,8511392,2
chr1,8511054,2
chr1,8510969,2
chr1,8510888,2
chr1,8510553,2
chr1,8510353,2
chr1,8510303,2
chr1,8510068,2
chr1,8510067,2
chr1,8509957,2
chr1,8509925,2
chr1,8509699,2
chr1,8509601,2
chr1,8509592,2
chr1,8509514,2
chr1,8509355,2
chr1,8509218,2
chr1,8509044,2
chr1,8508951,2
chr1,8508816,2
chr1,8508669,2
chr1,8508512,2
chr1,8508297,2
chr1,8508241,2
chr1,8508235,2
chr1,8508234,2
chr1,8508150,2
chr1,8508023,2
chr1,8507955,2
chr1,8507914,2
chr1,8507807,2
chr1,8507685,2
chr1,8507409,2
chr1,8507308,2
chr1,8507176,2
chr1,8507121,2
chr1,8506912,2
chr1,8506829,2
chr1,8506739,2
chr1,8506632,2
chr1,8506548,2
chr1,8506536,2
chr1,8506444,2
chr1,8506315,2
chr1,8506258,2
chr1,8506195,2
chr1,8506152,2
chr1,8506114,2
chr1,8505990,2
chr1,8505961,2
chr1,8505939,2
chr1,8505807,2
chr1,8505599,2
chr1,8505547,2
chr1,8505264,2
chr1,8505214,2
chr1,8505089,2
chr1,8505084,2
chr1,8505052,2
chr1,8504894,2
chr1,8504745,2
chr1,8504726,2
chr1,8504592,2
chr1,8504547,2
chr1,8504539,2
chr1,8504519,2
chr1,8504448,2
chr1,8504209,2
chr1,8503586,2
chr1,8503468,2
chr1,8503453,2
chr1,8503241,2
chr1,8503140,2
chr1,8503085,2
chr1,8502979,2
chr1,8502927,2
chr1,8502883,2
chr1,8502826,2
chr1,8502807,2
chr1,8502757,2
chr1,8502654,2
chr1,8502460,2
chr1,8502340,2
chr1,8502304,2
chr1,8502180,2
chr1,8501960,2
chr1,8501949,2
chr1,8501904,2
chr1,8501767,2
chr1,8501642,2
chr1,8501486,2
chr1,8501417,2
chr1,8501328,2
chr1,8501284,2
chr1,8501110,2
chr1,8501106,2
chr1,8501062,2
chr1,8500960,2
chr1,8500952,2
chr1,8500705,2
chr1,8500667,2
chr1,8500554,2
chr1,8500435,2
chr1,8500179,2
chr1,8499856,2
chr1,8499799,2
chr1,8499646,2
chr1,8499577,2
chr1,8499502,2
chr1,8499380,2
chr1,8499364,2
chr1,8499155,2
chr1,8499147,2
chr1,8499085,2
chr1,8499075,2
chr1,8499000,2
chr1,8498938,2
chr1,8498904,2
chr1,8498877,2
chr1,8498752,2
chr1,8498622,2
chr1,8498554,2
chr1,8498546,2
chr1,8498345,2
chr1,8498141,2
chr1,8498097,2
chr1,8497836,2
chr1,8497764,2
chr1,8497687,2
chr1,8497673,2
chr1,8497507,2
chr1,8497494,2
chr1,8497425,2
chr1,8497399,2
chr1,8497370,2
chr1,8497338,2
chr1,8497091,2
chr1,8496942,2
chr1,8496802,2
chr1,8496481,2
chr1,8496318,2
chr1,8496201,2
chr1,8496141,2
chr1,8496116,2
chr1,8496059,2
chr1,8495975,2
chr1,8495965,2
chr1,8495926,2
chr1,8495874,2
chr1,8495764,2
chr1,8495748,2
chr1,8495707,2
chr1,8495699,2
chr1,8495616,2
chr1,8495427,2
chr1,8495314,2
chr1,8495221,2
chr1,8495132,2
chr1,8494966,2
chr1,8494855,2
chr1,8494778,2
chr1,8494746,2
chr1,8494737,2
chr1,8494730,2
chr1,8494614,2
chr1,8494587,2
chr1,8494453,2
chr1,8494446,2
chr1,8494433,2
chr1,8494332,2
chr1,8494303,2
chr1,8494285,2
chr1,8494238,2
chr1,8494052,2
chr1,8494026,2
chr1,8493410,2
chr1,8493308,2
chr1,8493160,2
chr1,8492982,2
chr1,8492961,2
chr1,8492822,2
chr1,8492594,2
chr1,8492587,2
chr1,8492418,2
chr1,8492140,2
chr1,8491990,2
chr1,8491915,2
chr1,8491781,2
chr1,8491736,2
chr1,8491735,2
chr1,8491546,2
chr1,8491487,2
chr1,8491384,2
chr1,8491354,2
chr1,8491256,2
chr1,8491243,2
chr1,8491133,2
chr1,8491081,2
chr1,8491079,2
chr1,8491072,2
chr1,8491030,2
chr1,8490908,2
chr1,8490670,2
chr1,8490585,2
chr1,8490561,2
chr1,8490524,2
chr1,8490119,2
chr1,8489988,2
chr1,8489895,2
chr1,8489876,2
chr1,8489862,2
chr1,8489842,2
chr1,8489734,2
chr1,8489724,2
chr1,8489688,2
chr1,8489553,2
chr1,8489483,2
chr1,8489417,2
chr1,8489330,2
chr1,8489315,2
chr1,8489238,2
chr1,8489198,2
chr1,8489153,2
chr1,8489123,2
chr1,8489099,2
chr1,8488915,2
chr1,8488841,2
chr1,8488771,2
chr1,8488733,2
chr1,8488703,2
chr1,8488696,2
chr1,8488685,2
chr1,8488619,2
chr1,8488605,2
chr1,8488533,2
chr1,8488498,2
chr1,8488182,2
chr1,8488066,2
chr1,8487985,2
chr1,8487980,2
chr1,8487861,2
chr1,8487714,2
chr1,8487643,2
chr1,8487592,2
chr1,8487585,2
chr1,8487173,2
chr1,8487080,2
chr1,8487032,2
chr1,8486990,2
chr1,8486937,2
chr1,8486754,2
chr1,8486746,2
chr1,8486647,2
chr1,8486554,2
chr1,8486530,2
chr1,8486260,2
chr1,8486248,2
chr1,8486124,2
chr1,8485976,2
chr1,8485912,2
chr1,8485781,2
chr1,8485780,2
chr1,8485726,2
chr1,8485161,2
chr1,8485117,2
chr1,8485093,2
chr1,8485034,2
chr1,8484597,2
chr1,8484584,2
chr1,8484573,2
chr1,8484553,2
chr1,8484292,2
chr1,8484219,2
chr1,8484154,2
chr1,8484092,2
chr1,8484063,2
chr1,8484042,2
chr1,8483972,2
chr1,8483944,2
chr1,8483933,2
chr1,8483891,2
chr1,8483630,2
chr1,8483625,2
chr1,8483613,2
chr1,8483611,2
chr1,8483604,2
chr1,8483557,2
chr1,8483513,2
chr1,8483496,2
chr1,8483433,2
chr1,8483363,2
chr1,8483338,2
chr1,8483324,2
chr1,8483027,2
chr1,8482754,2
chr1,8482745,2
chr1,8482724,2
chr1,8482689,2
chr1,8482646,2
chr1,8482625,2
chr1,8482443,2
chr1,8482213,2
chr1,8482178,2
chr1,8482122,2
chr1,8481979,2
chr1,8481869,2
chr1,8481715,2
chr1,8481241,2
chr1,8481222,2
chr1,8481136,2
chr1,8481124,2
chr1,8481054,2
chr1,8481001,2
chr1,8480999,2
chr1,8480982,2
chr1,8480900,2
chr1,8480772,2
chr1,8480535,2
chr1,8480534,2
chr1,8480304,2
chr1,8480293,2
chr1,8480261,2
chr1,8480217,2
chr1,8480177,2
chr1,8480149,2
chr1,8480145,2
chr1,8480140,2
chr1,8480116,2
chr1,8480097,2
chr1,8480070,2
chr1,8480006,2
chr1,8479833,2
chr1,8479648,2
chr1,8479521,2
chr1,8479301,2
chr1,8479238,2
chr1,8479133,2
chr1,8479082,2
chr1,8478998,2
chr1,8478934,2
chr1,8478884,2
chr1,8478874,2
chr1,8478822,2
chr1,8478770,2
chr1,8478585,2
chr1,8478533,2
chr1,8478470,2
chr1,8478363,2
chr1,8478304,2
chr1,8478262,2
chr1,8478258,2
chr1,8478208,2
chr1,8478202,2
chr1,8478197,2
chr1,8477920,2
chr1,8477892,2
chr1,8477880,2
chr1,8477866,2
chr1,8477806,2
chr1,8477662,2
chr1,8477651,2
chr1,8477410,2
chr1,8477087,2
chr1,8476748,2
chr1,8476618,2
chr1,8476475,2
chr1,8476428,2
chr1,8476366,2
chr1,8476311,2
chr1,8476135,2
chr1,8476094,2
chr1,8476010,2
chr1,8475972,2
chr1,8475937,2
chr1,8475883,2
chr1,8475866,2
chr1,8475783,2
chr1,8475696,2
chr1,8475512,2
chr1,8475315,2
chr1,8475023,2
chr1,8474807,2
